QS102EW - Population density,,
ONS Crown Copyright Reserved [from Nomis on 17 December 2025],,
,,
population,All usual residents,
W05000182 : Bagillt East,"1,941",5.7
W05000183 : Bagillt West,"2,224",3.6
W05000184 : Broughton North East,"2,292",2.5
W05000185 : Broughton South,"3,682",11.9
W05000186 : Brynford,"2,153",1.8
W05000187 : Buckley Bistre East,"3,445",11.0
W05000188 : Buckley Bistre West,"4,527",33.0
W05000189 : Buckley Mountain,"3,013",8.5
W05000190 : Buckley Pentrobin,"4,680",18.4
W05000191 : Caergwrle,"1,619",13.9
W05000192 : Caerwys,"2,569",0.7
W05000193 : Cilcain,"1,874",0.5
W05000194 : Connah's Quay Central,"3,356",9.0
W05000195 : Connah's Quay Golftyn,"5,504",6.6
W05000196 : Connah's Quay South,"5,655",22.0
W05000197 : Connah's Quay Wepre,"2,259",5.5
W05000198 : Ewloe,"5,420",8.7
W05000199 : Ffynnongroyw,"1,808",2.0
W05000200 : Flint Castle,"2,264",25.4
W05000201 : Flint Coleshill,"4,028",7.3
W05000202 : Flint Oakenholt,"3,051",3.7
W05000203 : Flint Trelawny,"3,610",8.6
W05000204 : Greenfield,"2,741",5.9
W05000205 : Gronant,"1,527",2.9
W05000206 : Gwernaffield,"1,942",2.6
W05000207 : Gwernymynydd,"1,726",1.0
W05000208 : Halkyn,"1,785",0.7
W05000209 : Hawarden,"1,887",5.8
W05000210 : Higher Kinnerton,"1,697",1.9
W05000211 : Holywell Central,"1,988",21.1
W05000212 : Holywell East,"1,758",12.9
W05000213 : Holywell West,"2,399",9.1
W05000214 : Hope,"2,605",2.0
W05000215 : Leeswood,"2,135",1.8
W05000216 : Llanfynydd,"1,850",1.0
W05000217 : Mancot,"3,496",7.8
W05000218 : Mold Broncoed,"2,695",21.5
W05000219 : Mold East,"2,006",8.7
W05000220 : Mold South,"2,716",18.0
W05000221 : Mold West,"2,641",20.4
W05000222 : Mostyn,"1,844",1.6
W05000223 : New Brighton,"3,001",11.1
W05000224 : Northop,"3,049",2.7
W05000225 : Northop Hall,"1,530",4.3
W05000226 : Penyffordd,"3,874",4.4
W05000227 : Queensferry,"2,109",5.2
W05000228 : Saltney Mold Junction,"1,373",5.7
W05000229 : Saltney Stonebridge,"3,759",31.7
W05000230 : Sealand,"2,996",1.5
W05000231 : Shotton East,"1,958",26.4
W05000232 : Shotton Higher,"2,576",35.6
W05000233 : Shotton West,"2,129",24.4
W05000234 : Trelawnyd and Gwaenysgor,"1,838",1.0
W05000235 : Treuddyn,"1,627",1.1
W05000236 : Whitford,"2,322",1.1
W05000237 : Acton,"3,165",35.6
W05000238 : Borras Park,"2,359",39.0
W05000239 : Bronington,"3,179",0.5
W05000903 : Brymbo,"3,981",5.7
W05000241 : Brynyffynnon,"3,448",14.0
W05000904 : Bryn Cefn,"2,175",10.4
W05000905 : Cartrefle,"2,393",53.3
W05000244 : Cefn,"5,074",6.7
W05000245 : Dyffryn Ceiriog/Ceiriog Valley,"2,179",0.2
W05000246 : Chirk North,"2,432",4.4
W05000247 : Chirk South,"2,036",1.5
W05000906 : Coedpoeth,"4,702",8.8
W05000249 : Erddig,"2,200",24.2
W05000250 : Esclusham,"2,766",12.5
W05000251 : Garden Village,"2,036",36.2
W05000907 : Gresford East and West,"2,730",4.6
W05000253 : Grosvenor,"2,690",25.7
W05000254 : Gwenfro,"1,831",20.5
W05000908 : Gwersyllt East and South,"4,773",12.0
W05000256 : Gwersyllt North,"2,864",12.8
W05000257 : Gwersyllt West,"3,040",18.4
W05000258 : Hermitage,"2,205",32.2
W05000909 : Holt,"3,587",0.9
W05000260 : Johnstown,"3,266",30.2
W05000261 : Little Acton,"2,322",43.9
W05000262 : Llangollen Rural,"2,059",3.9
W05000263 : Llay,"4,814",5.3
W05000264 : Maesydre,"1,950",28.8
W05000265 : Marchwiel,"2,371",0.6
W05000266 : Marford and Hoseley,"2,280",7.3
W05000910 : Minera,"2,472",1.6
W05000268 : New Broughton,"3,448",20.1
W05000269 : Offa,"2,648",33.2
W05000270 : Overton,"3,315",0.6
W05000271 : Pant,"2,335",31.9
W05000272 : Penycae,"2,205",14.4
W05000273 : Penycae and Ruabon South,"2,533",0.8
W05000274 : Plas Madoc,"1,977",47.5
W05000275 : Ponciau,"4,842",2.6
W05000276 : Queensway,"2,685",55.6
W05000911 : Rhosnesni,"3,683",28.6
W05000278 : Rossett,"3,231",1.3
W05000279 : Ruabon,"2,925",3.3
W05000280 : Smithfield,"2,671",46.4
W05000281 : Stansty,"2,114",35.8
W05000912 : Whitegate,"2,530",41.8
W05000283 : Wynnstay,"2,323",49.3
W05000284 : Aber-craf,"1,424",1.5
W05000285 : Banwy,"1,011",0.1
W05000286 : Beguildy,"1,411",0.1
W05000287 : Berriew,"1,334",0.3
W05000288 : Blaen Hafren,"2,294",0.1
W05000289 : Bronllys,"1,282",0.2
W05000290 : Builth,"2,568",8.5
W05000291 : Bwlch,"1,026",0.1
W05000292 : Caersws,"2,316",0.3
W05000293 : Churchstoke,"1,691",0.3
W05000294 : Crickhowell,"2,801",1.1
W05000295 : Cwm-twrch,"2,053",1.6
W05000296 : Disserth and Trecoed,"1,239",0.4
W05000297 : Dolforwyn,"1,972",0.4
W05000298 : Felin-f`ch,"1,350",0.1
W05000299 : Forden,"1,426",0.4
W05000300 : Glantwymyn,"2,040",0.1
W05000301 : Glasbury,"2,299",0.2
W05000302 : Guilsfield,"2,319",0.4
W05000303 : Gwernyfed,"1,527",0.2
W05000304 : Hay,"1,598",10.7
W05000305 : Kerry,"2,057",0.2
W05000306 : Knighton,"3,007",1.1
W05000307 : Llanafanfawr,"1,386",0.1
W05000308 : Llanbadarn Fawr,"1,129",0.2
W05000309 : Llanbrynmair,920,0.1
W05000310 : Llandinam,"1,405",0.1
W05000311 : Llandrindod East/Llandrindod West,"1,227",12.1
W05000312 : Llandrindod North,"2,059",5.8
W05000313 : Llandrindod South,"2,023",2.5
W05000314 : Llandrinio,"2,191",0.5
W05000315 : Llandysilio,"1,789",0.9
W05000316 : Llanelwedd,"1,206",0.1
W05000317 : Llanfair Caereinion,"1,810",0.3
W05000318 : Llanfihangel,"1,049",0.1
W05000319 : Llanfyllin,"1,532",0.4
W05000320 : Llangattock,999,0.3
W05000321 : Llangors,"1,080",0.3
W05000322 : Llangunllo,"1,255",0.1
W05000893 : Llangynidr,"1,036",0.2
W05000324 : Llanidloes,"2,929",5.4
W05000325 : Llanwddyn,"1,036",0.1
W05000326 : Llanrhaeadr-ym-Mochnant/Llansilin,"2,295",0.2
W05000327 : Llansantffraid,"1,880",0.4
W05000328 : Llanwrtyd Wells,"1,875",0.1
W05000329 : Llanyre,"1,141",0.4
W05000330 : Machynlleth,"2,235",4.4
W05000331 : Maescar/Llywel,"1,703",0.1
W05000332 : Meifod,"1,322",0.2
W05000333 : Montgomery,"1,295",1.0
W05000334 : Nantmel,"1,465",0.1
W05000335 : Newtown Central,"3,278",36.3
W05000336 : Newtown East,"2,069",2.6
W05000337 : Newtown Llanllwchaiarn North,"2,267",3.2
W05000338 : Newtown Llanllwchaiarn West,"1,844",2.3
W05000339 : Newtown South,"1,899",6.3
W05000340 : Old Radnor,"1,562",0.1
W05000341 : Presteigne,"2,710",1.1
W05000342 : Rhayader,"2,088",0.2
W05000343 : Rhiwcynon,"2,180",0.2
W05000344 : St. David Within,"1,797",5.6
W05000345 : St. John,"3,342",14.6
W05000346 : St. Mary,"3,111",5.6
W05000347 : Talgarth,"1,724",0.3
W05000894 : Talybont-on-Usk,"1,923",0.1
W05000349 : Tawe-Uchaf,"2,118",0.2
W05000350 : Trewern,"1,430",0.4
W05000351 : Welshpool Castle,"1,538",0.9
W05000352 : Welshpool Gungrog,"2,826",2.0
W05000353 : Welshpool Llanerchyddol,"2,300",3.3
W05000354 : Ynyscedwyn,"2,071",5.5
W05000355 : Yscir,"1,038",0.1
W05000356 : Ystradgynlais,"2,544",0.9
W05000357 : Aberaeron,"1,422",9.0
W05000358 : Aberporth,"2,374",1.4
W05000359 : Aberteifi/Cardigan-Mwldan,"1,784",2.9
W05000360 : Aberteifi/Cardigan-Rhyd-y-Fuwch,"1,226",6.0
W05000361 : Aberteifi/Cardigan-Teifi,"1,174",2.5
W05000362 : Aberystwyth Bronglais,"2,075",37.2
W05000363 : Aberystwyth Canol/Central,"2,471",83.1
W05000364 : Aberystwyth Gogledd/North,"2,641",15.2
W05000365 : Aberystwyth Penparcau,"3,122",16.5
W05000366 : Aberystwyth Rheidol,"2,731",32.9
W05000367 : Beulah,"1,627",0.3
W05000368 : Borth,"2,078",0.8
W05000369 : Capel Dewi,"1,293",0.2
W05000370 : Ceulanamaesmawr,"1,910",0.1
W05000371 : Ciliau Aeron,"1,974",0.5
W05000372 : Faenor,"2,545",4.0
W05000373 : Lampeter,"2,970",2.3
W05000374 : Llanarth,"1,616",0.4
W05000375 : Llanbadarn Fawr-Padarn,"1,042",4.9
W05000376 : Llanbadarn Fawr-Sulien,"2,338",22.9
W05000377 : Llandyfriog,"1,835",0.6
W05000378 : Llandysilio-gogo,"1,979",0.3
W05000379 : Llandysul Town,"1,439",2.4
W05000380 : Llanfarian,"1,541",0.5
W05000381 : Llanfihangel Ystrad,"2,037",0.3
W05000382 : Llangeitho,"1,459",0.1
W05000383 : Llangybi,"1,484",0.2
W05000384 : Llanrhystyd,"1,562",0.3
W05000385 : Llansantffraed,"2,386",0.4
W05000386 : Llanwenog,"1,854",0.3
W05000387 : Lledrod,"2,209",0.1
W05000388 : Melindwr,"2,020",0.1
W05000389 : New Quay,"1,082",4.7
W05000390 : Penbryn,"2,045",0.4
W05000391 : Pen-parc,"2,308",0.5
W05000392 : Tirymynach,"1,901",1.3
W05000393 : Trefeurig,"1,771",0.7
W05000394 : Tregaron,"1,213",0.1
W05000395 : Troedyraur,"1,310",0.4
W05000396 : Ystwyth,"2,074",0.3
W05000946 : Amroth,"1,232",0.7
W05000947 : Burton,"1,826",0.9
W05000948 : Camrose,"2,565",0.4
W05000400 : Carew,"1,532",0.7
W05000949 : Cilgerran,"2,058",0.5
W05000402 : Clydau,"1,451",0.2
W05000950 : Crymych,"2,463",0.3
W05000951 : Dinas Cross,"1,696",0.2
W05000952 : East Williamston,"2,418",0.9
W05000406 : Fishguard North East,"1,873",8.5
W05000407 : Fishguard North West,"1,546",9.2
W05000408 : Goodwick,"1,988",5.4
W05000409 : Haverfordwest: Castle,"2,301",33.8
W05000410 : Haverfordwest: Garth,"2,801",14.9
W05000953 : Haverfordwest: Portfield,"2,260",19.4
W05000954 : Haverfordwest: Prendergast,"2,184",4.1
W05000413 : Haverfordwest: Priory,"2,496",12.5
W05000414 : Hundleton,"1,877",0.2
W05000415 : Johnston,"2,517",1.0
W05000955 : Kilgetty/Begelly,"2,262",1.2
W05000417 : Lampeter Velfrey,"1,598",0.3
W05000418 : Lamphey,"1,671",0.7
W05000419 : Letterston,"2,352",0.4
W05000956 : Llangwm,"2,336",1.6
W05000421 : Llanrhian,"1,464",0.3
W05000422 : Maenclochog,"3,104",0.3
W05000423 : Manorbier,"2,083",0.8
W05000957 : Martletwy,"1,970",0.2
W05000425 : Merlin's Bridge,"2,202",3.3
W05000426 : Milford: Central,"2,003",29.8
W05000427 : Milford: East,"2,157",4.4
W05000428 : Milford: Hakin,"2,239",33.7
W05000429 : Milford: Hubberston,"2,491",5.0
W05000430 : Milford: North,"2,763",8.0
W05000431 : Milford: West,"2,254",30.9
W05000432 : Narberth,"1,923",21.8
W05000433 : Narberth Rural,"1,509",0.6
W05000434 : Newport,"1,161",0.7
W05000435 : Neyland: East,"2,219",17.2
W05000436 : Neyland: West,"2,150",2.0
W05000437 : Pembroke Dock: Central,"1,658",47.3
W05000438 : Pembroke Dock: Llanion,"2,850",11.1
W05000439 : Pembroke Dock: Market,"1,897",15.2
W05000440 : Pembroke Dock: Pennar,"3,348",15.6
W05000441 : Pembroke: Monkton,"1,650",12.0
W05000442 : Pembroke: St. Mary North,"2,060",13.2
W05000443 : Pembroke: St. Mary South,"1,434",11.0
W05000444 : Pembroke: St. Michael,"2,408",3.2
W05000445 : Penally,"1,710",0.8
W05000958 : Rudbaxton,768,0.5
W05000447 : St. David's,"1,841",0.4
W05000448 : St. Dogmaels,"2,218",0.3
W05000449 : St. Ishmael's,"1,405",0.3
W05000450 : Saundersfoot,"2,628",3.9
W05000451 : Scleddau,"1,487",0.2
W05000452 : Solva,"1,877",0.4
W05000453 : Tenby: North,"2,112",9.1
W05000454 : Tenby: South,"2,584",6.6
W05000455 : The Havens,"1,536",0.4
W05000456 : Wiston,"1,973",0.3
W05000457 : Abergwili,"2,315",0.4
W05000458 : Ammanford,"2,662",15.0
W05000459 : Betws,"2,175",1.9
W05000460 : Bigyn,"6,761",28.9
W05000461 : Burry Port,"4,246",10.2
W05000462 : Bynea,"4,207",6.9
W05000463 : Carmarthen Town North,"5,142",9.2
W05000464 : Carmarthen Town South,"3,800",5.8
W05000465 : Carmarthen Town West,"5,243",6.0
W05000466 : Cenarth,"2,214",0.5
W05000467 : Cilycwm,"1,518",0.1
W05000468 : Cynwyl Elfed,"3,018",0.3
W05000469 : Cynwyl Gaeo,"1,613",0.1
W05000470 : Dafen,"3,597",14.9
W05000471 : Elli,"3,203",32.9
W05000472 : Felinfoel,"2,054",8.6
W05000473 : Garnant,"2,139",1.4
W05000474 : Glanamman,"2,347",1.9
W05000475 : Glanymor,"5,668",14.0
W05000476 : Glyn,"2,155",0.9
W05000477 : Gorslas,"4,066",2.5
W05000478 : Hendy,"3,226",2.1
W05000479 : Hengoed,"3,745",2.7
W05000480 : Kidwelly,"3,523",3.0
W05000481 : Laugharne Township,"2,851",0.3
W05000482 : Llanboidy,"2,087",0.2
W05000483 : Llanddarog,"1,963",0.4
W05000484 : Llandeilo,"2,971",0.6
W05000485 : Llandovery,"2,689",0.2
W05000486 : Llandybie,"3,994",1.6
W05000487 : Llanegwad,"2,440",0.2
W05000488 : Llanfihangel Aberbythych,"1,851",0.4
W05000489 : Llanfihangel-ar-Arth,"2,851",0.3
W05000490 : Llangadog,"1,929",0.1
W05000491 : Llangeler,"3,427",0.6
W05000492 : Llangennech,"4,964",4.1
W05000493 : Llangunnor,"2,381",1.0
W05000494 : Llangyndeyrn,"3,102",0.7
W05000495 : Llannon,"5,270",1.4
W05000496 : Llansteffan,"2,006",0.3
W05000497 : Llanybydder,"2,807",0.4
W05000498 : Lliedi,"5,457",34.3
W05000499 : Llwynhendy,"4,506",11.6
W05000500 : Manordeilo and Salem,"2,248",0.3
W05000501 : Pembrey,"4,301",1.2
W05000502 : Penygroes,"2,889",4.1
W05000503 : Pontamman,"2,749",20.4
W05000504 : Pontyberem,"2,768",2.1
W05000505 : Quarter Bach,"2,921",0.9
W05000506 : St. Clears,"2,995",1.0
W05000507 : St. Ishmael,"2,674",0.5
W05000508 : Saron,"4,111",4.2
W05000509 : Swiss Valley,"2,536",2.5
W05000510 : Trelech,"2,072",0.2
W05000511 : Trimsaran,"2,541",1.3
W05000512 : Tycroes,"2,438",2.2
W05000513 : Tyisha,"4,079",64.1
W05000514 : Whitland,"2,272",1.0
W05000515 : Bishopston,"3,251",5.4
W05000516 : Bonymaen,"6,857",8.1
W05000517 : Castle,"15,883",51.6
W05000518 : Clydach,"7,503",8.8
W05000519 : Cockett,"13,362",15.5
W05000520 : Cwmbwrla,"7,972",53.0
W05000521 : Dunvant,"4,383",18.2
W05000522 : Fairwood,"2,914",2.1
W05000523 : Gorseinon,"4,301",19.1
W05000524 : Gower,"3,696",0.3
W05000525 : Gowerton,"5,212",6.8
W05000526 : Killay North,"3,463",17.9
W05000527 : Killay South,"2,239",17.4
W05000528 : Kingsbridge,"4,008",8.3
W05000529 : Landore,"6,168",26.8
W05000530 : Llangyfelach,"5,039",2.9
W05000531 : Llansamlet,"14,433",9.3
W05000532 : Lower Loughor,"2,355",22.6
W05000533 : Mawr,"1,850",0.3
W05000534 : Mayals,"2,676",5.9
W05000535 : Morriston,"16,928",23.0
W05000536 : Mynyddbach,"8,872",24.8
W05000537 : Newton,"3,316",14.0
W05000538 : Oystermouth,"4,160",20.3
W05000539 : Penclawdd,"3,635",2.6
W05000540 : Penderry,"12,119",29.9
W05000541 : Penllergaer,"2,868",4.8
W05000542 : Pennard,"2,688",2.3
W05000543 : Penyrheol,"5,523",6.4
W05000544 : Pontardulais,"6,281",4.0
W05000545 : St. Thomas,"7,187",12.0
W05000546 : Sketty,"14,301",21.0
W05000547 : Townhill,"8,696",48.1
W05000548 : Uplands,"15,665",68.1
W05000549 : Upper Loughor,"2,771",17.1
W05000550 : West Cross,"6,448",25.9
W05000551 : Aberavon,"5,452",24.2
W05000552 : Aberdulais,"2,400",2.5
W05000553 : Allt-wen,"2,327",5.3
W05000554 : Baglan,"6,819",7.6
W05000555 : Blaengwrach,"1,989",1.3
W05000556 : Briton Ferry East,"2,909",5.9
W05000557 : Briton Ferry West,"3,002",10.5
W05000558 : Bryn and Cwmavon,"6,538",2.8
W05000559 : Bryn-coch North,"2,176",3.8
W05000560 : Bryn-coch South,"5,891",32.0
W05000561 : Cadoxton,"1,684",4.1
W05000562 : Cimla,"3,940",10.1
W05000563 : Coedffranc Central,"3,990",32.4
W05000564 : Coedffranc North,"2,411",14.2
W05000565 : Coedffranc West,"2,652",2.0
W05000566 : Crynant,"1,910",0.9
W05000567 : Cwmllynfell,"1,172",1.3
W05000568 : Cymmer,"2,825",1.2
W05000569 : Dyffryn,"3,162",4.6
W05000570 : Glyncorrwg,"1,096",0.5
W05000571 : Glynneath,"3,430",1.3
W05000572 : Godre'r graig,"1,644",5.4
W05000573 : Gwaun-Cae-Gurwen,"2,910",5.1
W05000574 : Gwynfi,"1,362",1.1
W05000575 : Lower Brynamman,"1,330",1.7
W05000576 : Margam,"3,017",0.6
W05000577 : Neath East,"6,401",20.5
W05000578 : Neath North,"3,942",23.8
W05000579 : Neath South,"4,975",33.3
W05000580 : Onllwyn,"1,194",1.1
W05000581 : Pelenna,"1,152",0.6
W05000582 : Pontardawe,"5,421",1.9
W05000583 : Port Talbot,"5,641",14.4
W05000584 : Resolven,"3,135",1.1
W05000585 : Rhos,"2,442",1.5
W05000586 : Sandfields East,"6,895",41.2
W05000587 : Sandfields West,"6,725",39.1
W05000588 : Seven Sisters,"2,123",1.8
W05000589 : Tai-bach,"4,799",8.7
W05000590 : Tonna,"2,499",3.3
W05000591 : Trebanos,"1,411",7.3
W05000592 : Ystalyfera,"3,019",4.5
W05000593 : Aberkenfig,"2,039",1.7
W05000594 : Bettws,"2,253",4.8
W05000595 : Blackmill,"2,493",1.5
W05000596 : Blaengarw,"1,789",2.2
W05000896 : Brackla,"11,749",36.6
W05000598 : Bryncethin,"1,319",1.8
W05000599 : Bryncoch,"2,252",14.2
"W05000897 : Bryntirion, Laleston and Merthyr Mawr","8,713",3.7
W05000601 : Caerau,"6,995",4.8
W05000602 : Cefn Cribwr,"1,481",2.0
W05000603 : Cefn Glas,"1,537",20.9
W05000604 : Coity,"2,071",4.1
W05000605 : Cornelly,"7,059",4.2
W05000898 : Coychurch Lower,"1,365",2.0
W05000607 : Felindre,"2,774",11.0
W05000608 : Hendre,"4,125",13.1
W05000609 : Litchard,"2,147",17.7
W05000610 : Llangeinor,"1,243",1.1
W05000611 : Llangewydd and Brynhyfryd,"2,603",32.1
W05000612 : Llangynwyd,"3,032",2.2
W05000613 : Maesteg East,"4,773",8.6
W05000614 : Maesteg West,"5,812",8.2
W05000615 : Morfa,"4,692",40.1
W05000616 : Nant-y-moel,"2,344",2.3
W05000617 : Newcastle,"5,421",33.4
W05000618 : Newton,"3,608",7.8
W05000619 : Nottage,"3,293",8.0
W05000620 : Ogmore Vale,"3,117",2.7
W05000899 : Oldcastle,"4,799",12.9
W05000622 : Pendre,"1,860",34.9
W05000623 : Penprysg,"3,155",1.7
W05000624 : Pen-y-fai,"2,447",7.6
W05000625 : Pontycymmer,"2,499",4.0
W05000626 : Porthcawl East Central,"3,388",19.1
W05000627 : Porthcawl West Central,"3,449",37.8
W05000628 : Pyle,"7,405",22.9
W05000629 : Rest Bay,"2,267",11.4
W05000630 : Sarn,"2,443",17.0
W05000631 : Ynysawdre,"3,367",17.6
W05000632 : Baruc,"6,281",18.8
W05000633 : Buttrills,"6,357",59.1
W05000634 : Cadoc,"10,002",31.4
W05000635 : Castleland,"4,852",19.9
W05000636 : Cornerswell,"5,353",37.8
W05000637 : Court,"4,748",59.7
W05000638 : Cowbridge,"6,180",1.4
W05000932 : Dinas Powys,"7,799",4.0
W05000640 : Dyfan,"5,166",16.2
W05000641 : Gibbonsdown,"5,895",35.3
W05000642 : Illtyd,"8,201",28.7
W05000933 : Llandough,"1,977",12.2
W05000644 : Llandow/Ewenny,"2,643",0.6
W05000645 : Llantwit Major,"10,621",3.1
W05000646 : Peterston-super-Ely,"2,289",0.5
W05000934 : Plymouth,"5,836",17.3
W05000648 : Rhoose,"6,907",1.6
W05000649 : St. Athan,"4,495",3.9
W05000650 : St. Augustine's,"6,478",46.4
W05000651 : St. Bride's Major,"2,638",1.0
W05000652 : Stanwell,"4,416",46.4
W05000935 : Sully,"4,543",6.4
W05000654 : Wenvoe,"2,659",0.9
W05000853 : Adamsdown,"10,371",97.2
W05000854 : Butetown,"10,125",19.8
W05000855 : Caerau,"11,318",37.3
W05000856 : Canton,"14,304",46.4
W05000857 : Cathays,"20,121",60.2
W05000858 : Creigiau/St. Fagans,"5,153",2.9
W05000859 : Cyncoed,"11,148",30.0
W05000860 : Ely,"14,603",50.2
W05000861 : Fairwater,"12,981",42.4
W05000862 : Gabalfa,"8,790",69.2
W05000863 : Grangetown,"19,385",45.1
W05000864 : Heath,"12,629",40.1
W05000865 : Lisvane,"3,707",4.7
W05000866 : Llandaff,"8,997",35.2
W05000867 : Llandaff North,"8,344",41.9
W05000868 : Llanishen,"17,417",36.2
W05000869 : Llanrumney,"11,060",36.3
W05000870 : Pentwyn,"15,634",42.5
W05000871 : Pentyrch,"3,483",3.1
W05000872 : Penylan,"12,657",37.8
W05000873 : Plasnewydd,"18,166",111.5
W05000900 : Pontprennau/Old St. Mellons,"9,720",11.4
W05000875 : Radyr,"6,417",13.7
W05000876 : Rhiwbina,"11,369",17.7
W05000877 : Riverside,"13,771",53.3
W05000901 : Rumney,"8,827",25.5
W05000879 : Splott,"13,261",27.2
W05000902 : Trowbridge,"16,194",17.6
W05000881 : Whitchurch and Tongwynlais,"16,138",18.8
W05000655 : Aberaman North,"5,224",12.1
W05000656 : Aberaman South,"4,641",3.7
W05000657 : Abercynon,"6,390",7.0
W05000658 : Aberdare East,"6,561",9.7
W05000659 : Aberdare West/Llwydcoed,"9,247",4.2
W05000660 : Beddau,"4,156",8.2
W05000661 : Brynna,"3,818",3.1
W05000662 : Church Village,"5,021",27.5
W05000663 : Cilfynydd,"2,855",6.9
W05000664 : Cwm Clydach,"2,799",5.8
W05000665 : Cwmbach,"4,401",7.2
W05000666 : Cymmer,"5,505",10.7
W05000667 : Ferndale,"4,178",11.0
W05000668 : Gilfach Goch,"3,436",5.7
W05000669 : Glyncoch,"2,859",13.6
W05000670 : Graig,"2,490",7.9
W05000671 : Hawthorn,"3,588",7.9
W05000672 : Hirwaun,"4,184",10.7
W05000889 : Llanharan,"3,465",3.4
W05000890 : Llanharry,"3,643",5.3
W05000675 : Llantrisant Town,"4,876",5.0
W05000676 : Llantwit Fardre,"6,099",6.2
W05000677 : Llwyn-y-pia,"2,247",8.7
W05000678 : Maerdy,"3,160",3.0
W05000679 : Mountain Ash East,"2,909",3.4
W05000680 : Mountain Ash West,"4,465",12.7
W05000681 : Penrhiwceiber,"5,789",27.1
W05000682 : Pentre,"5,232",9.0
W05000683 : Pen-y-graig,"5,554",11.5
W05000684 : Pen-y-waun,"3,063",8.2
W05000891 : Pont-y-clun,"8,086",6.3
W05000686 : Pontypridd Town,"2,836",12.2
W05000687 : Porth,"5,970",16.1
W05000688 : Rhigos,"1,700",0.2
W05000689 : Rhondda,"4,657",6.8
W05000690 : Rhydfelen Central/Ilan,"4,505",12.2
W05000691 : Taffs Well,"3,672",5.5
W05000892 : Talbot Green,"2,734",12.8
W05000693 : Ton-teg,"4,048",6.9
W05000694 : Tonypandy,"3,750",11.1
W05000695 : Tonyrefail East,"5,927",4.0
W05000696 : Tonyrefail West,"6,374",6.5
W05000697 : Trallwng,"3,754",16.6
W05000698 : Trealaw,"4,040",14.1
W05000699 : Treforest,"5,150",13.7
W05000700 : Treherbert,"5,727",2.7
W05000701 : Treorchy,"7,694",5.8
W05000702 : Tylorstown,"4,546",7.7
W05000703 : Tyn-y-nant,"3,547",38.5
W05000704 : Ynyshir,"3,320",7.5
W05000705 : Ynysybwl,"4,664",2.4
W05000706 : Ystrad,"5,854",8.2
W05000707 : Bedlinog,"3,277",2.2
W05000708 : Cyfarthfa,"6,869",9.7
W05000709 : Dowlais,"6,926",6.4
W05000710 : Gurnos,"5,280",34.5
W05000711 : Merthyr Vale,"3,831",4.6
W05000712 : Park,"4,326",21.0
W05000713 : Penydarren,"5,419",48.0
W05000714 : Plymouth,"5,296",2.5
W05000715 : Town,"7,671",10.0
W05000716 : Treharris,"6,356",7.9
W05000895 : Vaynor,"3,551",1.2
W05000718 : Aberbargoed,"3,642",10.7
W05000719 : Abercarn,"5,352",3.2
